datum_von,datum_bis,jahr,monat,land,handelsart,handelsmenge_mwh,handelsmenge_abs_mwh,ist_gesamt
2020-06-01,2020-07-01,2020,6,Oesterreich,Import,-539168.0,539168.0,False
2020-06-01,2020-07-01,2020,6,Polen,Export,466780.0,466780.0,False
2020-06-01,2020-07-01,2020,6,Polen,Import,-29646.0,29646.0,False
2020-06-01,2020-07-01,2020,6,Schweden,Export,80788.0,80788.0,False
2020-06-01,2020-07-01,2020,6,Schweden,Import,-201852.0,201852.0,False
2020-06-01,2020-07-01,2020,6,Schweiz,Export,160273.0,160273.0,False
2020-06-01,2020-07-01,2020,6,Schweiz,Import,-1132825.0,1132825.0,False
2020-06-01,2020-07-01,2020,6,Tschechien,Export,645469.0,645469.0,False
2020-06-01,2020-07-01,2020,6,Tschechien,Import,-601400.0,601400.0,False
2020-07-01,2020-08-01,2020,7,Daenemark,Export,152135.0,152135.0,False
2020-07-01,2020-08-01,2020,7,Daenemark,Import,-1131734.0,1131734.0,False
2020-07-01,2020-08-01,2020,7,Frankreich,Export,512057.0,512057.0,False
2020-07-01,2020-08-01,2020,7,Frankreich,Import,-522301.0,522301.0,False
2020-07-01,2020-08-01,2020,7,Gesamt,Nettoexport,-323190.0,323190.0,True
2020-07-01,2020-08-01,2020,7,Luxemburg,Export,317205.0,317205.0,False
2020-07-01,2020-08-01,2020,7,Luxemburg,Import,0.0,0.0,False
2020-07-01,2020-08-01,2020,7,Niederlande,Export,266065.0,266065.0,False
2020-07-01,2020-08-01,2020,7,Niederlande,Import,-1482155.0,1482155.0,False
2020-07-01,2020-08-01,2020,7,Oesterreich,Export,1115603.0,1115603.0,False
2020-07-01,2020-08-01,2020,7,Oesterreich,Import,-267595.0,267595.0,False
2020-07-01,2020-08-01,2020,7,Polen,Export,385915.0,385915.0,False
2020-07-01,2020-08-01,2020,7,Polen,Import,-45698.0,45698.0,False
2020-07-01,2020-08-01,2020,7,Schweden,Export,131.0,131.0,False
2020-07-01,2020-08-01,2020,7,Schweden,Import,-227764.0,227764.0,False
2020-07-01,2020-08-01,2020,7,Schweiz,Export,491271.0,491271.0,False
2020-07-01,2020-08-01,2020,7,Schweiz,Import,-348930.0,348930.0,False
2020-07-01,2020-08-01,2020,7,Tschechien,Export,811834.0,811834.0,False
2020-07-01,2020-08-01,2020,7,Tschechien,Import,-349229.0,349229.0,False
2020-08-01,2020-09-01,2020,8,Daenemark,Export,548411.0,548411.0,False
2020-08-01,2020-09-01,2020,8,Daenemark,Import,-480605.0,480605.0,False
2020-08-01,2020-09-01,2020,8,Frankreich,Export,587702.0,587702.0,False
2020-08-01,2020-09-01,2020,8,Frankreich,Import,-504824.0,504824.0,False
2020-08-01,2020-09-01,2020,8,Gesamt,Nettoexport,797544.0,797544.0,True
2020-08-01,2020-09-01,2020,8,Luxemburg,Export,306899.0,306899.0,False
2020-08-01,2020-09-01,2020,8,Luxemburg,Import,0.0,0.0,False
2020-08-01,2020-09-01,2020,8,Niederlande,Export,334505.0,334505.0,False
2020-08-01,2020-09-01,2020,8,Niederlande,Import,-854445.0,854445.0,False
2020-08-01,2020-09-01,2020,8,Oesterreich,Export,1008994.0,1008994.0,False
2020-08-01,2020-09-01,2020,8,Oesterreich,Import,-279739.0,279739.0,False
2020-08-01,2020-09-01,2020,8,Polen,Export,391371.0,391371.0,False
2020-08-01,2020-09-01,2020,8,Polen,Import,-17031.0,17031.0,False
2020-08-01,2020-09-01,2020,8,Schweden,Export,104859.0,104859.0,False
2020-08-01,2020-09-01,2020,8,Schweden,Import,-61231.0,61231.0,False
2020-08-01,2020-09-01,2020,8,Schweiz,Export,412710.0,412710.0,False
2020-08-01,2020-09-01,2020,8,Schweiz,Import,-729687.0,729687.0,False
2020-08-01,2020-09-01,2020,8,Tschechien,Export,632310.0,632310.0,False
2020-08-01,2020-09-01,2020,8,Tschechien,Import,-602655.0,602655.0,False
2020-09-01,2020-10-01,2020,9,Daenemark,Export,188976.0,188976.0,False
2020-09-01,2020-10-01,2020,9,Daenemark,Import,-734254.0,734254.0,False
2020-09-01,2020-10-01,2020,9,Frankreich,Export,953020.0,953020.0,False
2020-09-01,2020-10-01,2020,9,Frankreich,Import,-256270.0,256270.0,False
2020-09-01,2020-10-01,2020,9,Gesamt,Nettoexport,1041698.0,1041698.0,True
2020-09-01,2020-10-01,2020,9,Luxemburg,Export,326885.0,326885.0,False
2020-09-01,2020-10-01,2020,9,Luxemburg,Import,0.0,0.0,False
2020-09-01,2020-10-01,2020,9,Niederlande,Export,454277.0,454277.0,False
2020-09-01,2020-10-01,2020,9,Niederlande,Import,-681370.0,681370.0,False
2020-09-01,2020-10-01,2020,9,Oesterreich,Export,929259.0,929259.0,False
2020-09-01,2020-10-01,2020,9,Oesterreich,Import,-315055.0,315055.0,False
2020-09-01,2020-10-01,2020,9,Polen,Export,324240.0,324240.0,False
2020-09-01,2020-10-01,2020,9,Polen,Import,-87305.0,87305.0,False
2020-09-01,2020-10-01,2020,9,Schweden,Export,26048.0,26048.0,False
2020-09-01,2020-10-01,2020,9,Schweden,Import,-142388.0,142388.0,False
2020-09-01,2020-10-01,2020,9,Schweiz,Export,510293.0,510293.0,False
2020-09-01,2020-10-01,2020,9,Schweiz,Import,-478804.0,478804.0,False
2020-09-01,2020-10-01,2020,9,Tschechien,Export,628633.0,628633.0,False
2020-09-01,2020-10-01,2020,9,Tschechien,Import,-604487.0,604487.0,False
2020-10-01,2020-11-01,2020,10,Daenemark,Export,162887.0,162887.0,False
2020-10-01,2020-11-01,2020,10,Daenemark,Import,-884087.0,884087.0,False
2020-10-01,2020-11-01,2020,10,Frankreich,Export,1089359.0,1089359.0,False
2020-10-01,2020-11-01,2020,10,Frankreich,Import,-245803.0,245803.0,False
2020-10-01,2020-11-01,2020,10,Gesamt,Nettoexport,3254943.0,3254943.0,True
2020-10-01,2020-11-01,2020,10,Luxemburg,Export,336784.0,336784.0,False
2020-10-01,2020-11-01,2020,10,Luxemburg,Import,0.0,0.0,False
2020-10-01,2020-11-01,2020,10,Niederlande,Export,577736.0,577736.0,False
2020-10-01,2020-11-01,2020,10,Niederlande,Import,-164176.0,164176.0,False
2020-10-01,2020-11-01,2020,10,Norwegen,Export,0.0,0.0,False
2020-10-01,2020-11-01,2020,10,Norwegen,Import,0.0,0.0,False
2020-10-01,2020-11-01,2020,10,Oesterreich,Export,1693953.0,1693953.0,False
2020-10-01,2020-11-01,2020,10,Oesterreich,Import,-87730.0,87730.0,False
2020-10-01,2020-11-01,2020,10,Polen,Export,316940.0,316940.0,False
2020-10-01,2020-11-01,2020,10,Polen,Import,-33436.0,33436.0,False
2020-10-01,2020-11-01,2020,10,Schweden,Export,14729.0,14729.0,False
2020-10-01,2020-11-01,2020,10,Schweden,Import,-296909.0,296909.0,False
2020-10-01,2020-11-01,2020,10,Schweiz,Export,487676.0,487676.0,False
2020-10-01,2020-11-01,2020,10,Schweiz,Import,-120597.0,120597.0,False
2020-10-01,2020-11-01,2020,10,Tschechien,Export,728204.0,728204.0,False
2020-10-01,2020-11-01,2020,10,Tschechien,Import,-320587.0,320587.0,False
2020-11-01,2020-12-01,2020,11,Daenemark,Export,126612.0,126612.0,False
2020-11-01,2020-12-01,2020,11,Daenemark,Import,-818154.0,818154.0,False
2020-11-01,2020-12-01,2020,11,Frankreich,Export,931534.0,931534.0,False
2020-11-01,2020-12-01,2020,11,Frankreich,Import,-396346.0,396346.0,False
2020-11-01,2020-12-01,2020,11,Gesamt,Nettoexport,3244390.0,3244390.0,True
2020-11-01,2020-12-01,2020,11,Luxemburg,Export,336587.0,336587.0,False
2020-11-01,2020-12-01,2020,11,Luxemburg,Import,0.0,0.0,False
2020-11-01,2020-12-01,2020,11,Niederlande,Export,663997.0,663997.0,False
2020-11-01,2020-12-01,2020,11,Niederlande,Import,-267768.0,267768.0,False
2020-11-01,2020-12-01,2020,11,Norwegen,Export,0.0,0.0,False
2020-11-01,2020-12-01,2020,11,Norwegen,Import,0.0,0.0,False
2020-11-01,2020-12-01,2020,11,Oesterreich,Export,2292729.0,2292729.0,False
2020-11-01,2020-12-01,2020,11,Oesterreich,Import,-13976.0,13976.0,False
2020-11-01,2020-12-01,2020,11,Polen,Export,175634.0,175634.0,False
2020-11-01,2020-12-01,2020,11,Polen,Import,-34624.0,34624.0,False
2020-11-01,2020-12-01,2020,11,Schweden,Export,82529.0,82529.0,False
2020-11-01,2020-12-01,2020,11,Schweden,Import,-182473.0,182473.0,False
2020-11-01,2020-12-01,2020,11,Schweiz,Export,470973.0,470973.0,False
2020-11-01,2020-12-01,2020,11,Schweiz,Import,-257706.0,257706.0,False
2020-11-01,2020-12-01,2020,11,Tschechien,Export,492723.0,492723.0,False
2020-11-01,2020-12-01,2020,11,Tschechien,Import,-357881.0,357881.0,False
2020-12-01,2021-01-01,2020,12,Belgien,Export,245404.75,245404.75,False
2020-12-01,2021-01-01,2020,12,Belgien,Import,-125305.5,125305.5,False
2020-12-01,2021-01-01,2020,12,Daenemark,Export,204699.0,204699.0,False
2020-12-01,2021-01-01,2020,12,Daenemark,Import,-1371840.0,1371840.0,False
2020-12-01,2021-01-01,2020,12,Frankreich,Export,1219452.0,1219452.0,False
2020-12-01,2021-01-01,2020,12,Frankreich,Import,-237036.0,237036.0,False
2020-12-01,2021-01-01,2020,12,Gesamt,Nettoexport,3260895.25,3260895.25,True
2020-12-01,2021-01-01,2020,12,Luxemburg,Export,332266.0,332266.0,False
2020-12-01,2021-01-01,2020,12,Luxemburg,Import,0.0,0.0,False
2020-12-01,2021-01-01,2020,12,Niederlande,Export,620254.0,620254.0,False
2020-12-01,2021-01-01,2020,12,Niederlande,Import,-333759.0,333759.0,False
2020-12-01,2021-01-01,2020,12,Norwegen,Export,37004.0,37004.0,False
2020-12-01,2021-01-01,2020,12,Norwegen,Import,-199774.0,199774.0,False
2020-12-01,2021-01-01,2020,12,Oesterreich,Export,2458308.0,2458308.0,False
2020-12-01,2021-01-01,2020,12,Oesterreich,Import,-52566.0,52566.0,False
2020-12-01,2021-01-01,2020,12,Polen,Export,137053.0,137053.0,False
2020-12-01,2021-01-01,2020,12,Polen,Import,-112184.0,112184.0,False
2020-12-01,2021-01-01,2020,12,Schweden,Export,37580.0,37580.0,False
2020-12-01,2021-01-01,2020,12,Schweden,Import,-276875.0,276875.0,False
2020-12-01,2021-01-01,2020,12,Schweiz,Export,658504.0,658504.0,False
2020-12-01,2021-01-01,2020,12,Schweiz,Import,-79372.0,79372.0,False
2020-12-01,2021-01-01,2020,12,Tschechien,Export,464021.0,464021.0,False
2020-12-01,2021-01-01,2020,12,Tschechien,Import,-364939.0,364939.0,False
2021-01-01,2021-02-01,2021,1,Belgien,Export,473917.75,473917.75,False
2021-01-01,2021-02-01,2021,1,Belgien,Import,-151133.25,151133.25,False
2021-01-01,2021-02-01,2021,1,Daenemark,Export,459583.0,459583.0,False
2021-01-01,2021-02-01,2021,1,Daenemark,Import,-1234312.0,1234312.0,False
2021-01-01,2021-02-01,2021,1,Frankreich,Export,1862958.0,1862958.0,False
2021-01-01,2021-02-01,2021,1,Frankreich,Import,-254115.0,254115.0,False
2021-01-01,2021-02-01,2021,1,Gesamt,Nettoexport,3351904.5,3351904.5,True
2021-01-01,2021-02-01,2021,1,Luxemburg,Export,353807.0,353807.0,False
2021-01-01,2021-02-01,2021,1,Luxemburg,Import,0.0,0.0,False
2021-01-01,2021-02-01,2021,1,Niederlande,Export,661500.0,661500.0,False
2021-01-01,2021-02-01,2021,1,Niederlande,Import,-231799.0,231799.0,False
2021-01-01,2021-02-01,2021,1,Norwegen,Export,55833.0,55833.0,False
2021-01-01,2021-02-01,2021,1,Norwegen,Import,-302740.0,302740.0,False
2021-01-01,2021-02-01,2021,1,Oesterreich,Export,1774647.0,1774647.0,False
2021-01-01,2021-02-01,2021,1,Oesterreich,Import,-94534.0,94534.0,False
2021-01-01,2021-02-01,2021,1,Polen,Export,75560.0,75560.0,False
2021-01-01,2021-02-01,2021,1,Polen,Import,-199079.0,199079.0,False
2021-01-01,2021-02-01,2021,1,Schweden,Export,29447.0,29447.0,False
2021-01-01,2021-02-01,2021,1,Schweden,Import,-204512.0,204512.0,False
2021-01-01,2021-02-01,2021,1,Schweiz,Export,693264.0,693264.0,False
2021-01-01,2021-02-01,2021,1,Schweiz,Import,-68366.0,68366.0,False
2021-01-01,2021-02-01,2021,1,Tschechien,Export,325028.0,325028.0,False
2021-01-01,2021-02-01,2021,1,Tschechien,Import,-673050.0,673050.0,False
2021-02-01,2021-03-01,2021,2,Belgien,Export,228625.75,228625.75,False
2021-02-01,2021-03-01,2021,2,Belgien,Import,-311973.5,311973.5,False
2021-02-01,2021-03-01,2021,2,Daenemark,Export,612760.0,612760.0,False
2021-02-01,2021-03-01,2021,2,Daenemark,Import,-692948.0,692948.0,False
2021-02-01,2021-03-01,2021,2,Frankreich,Export,572649.0,572649.0,False
2021-02-01,2021-03-01,2021,2,Frankreich,Import,-773758.0,773758.0,False
2021-02-01,2021-03-01,2021,2,Gesamt,Nettoexport,2051205.25,2051205.25,True
2021-02-01,2021-03-01,2021,2,Luxemburg,Export,318833.0,318833.0,False
2021-02-01,2021-03-01,2021,2,Luxemburg,Import,0.0,0.0,False
2021-02-01,2021-03-01,2021,2,Niederlande,Export,304702.0,304702.0,False
2021-02-01,2021-03-01,2021,2,Niederlande,Import,-610980.0,610980.0,False
2021-02-01,2021-03-01,2021,2,Norwegen,Export,129481.0,129481.0,False
2021-02-01,2021-03-01,2021,2,Norwegen,Import,-163093.0,163093.0,False
2021-02-01,2021-03-01,2021,2,Oesterreich,Export,1776295.0,1776295.0,False
2021-02-01,2021-03-01,2021,2,Oesterreich,Import,-67131.0,67131.0,False
2021-02-01,2021-03-01,2021,2,Polen,Export,200721.0,200721.0,False
2021-02-01,2021-03-01,2021,2,Polen,Import,-100062.0,100062.0,False
2021-02-01,2021-03-01,2021,2,Schweden,Export,99487.0,99487.0,False
2021-02-01,2021-03-01,2021,2,Schweden,Import,-79018.0,79018.0,False
2021-02-01,2021-03-01,2021,2,Schweiz,Export,597629.0,597629.0,False
2021-02-01,2021-03-01,2021,2,Schweiz,Import,-68275.0,68275.0,False
2021-02-01,2021-03-01,2021,2,Tschechien,Export,435773.0,435773.0,False
2021-02-01,2021-03-01,2021,2,Tschechien,Import,-358512.0,358512.0,False
2021-03-01,2021-04-01,2021,3,Belgien,Export,240902.25,240902.25,False
2021-03-01,2021-04-01,2021,3,Belgien,Import,-303300.25,303300.25,False
2021-03-01,2021-04-01,2021,3,Daenemark,Export,376741.0,376741.0,False
2021-03-01,2021-04-01,2021,3,Daenemark,Import,-1441372.0,1441372.0,False
2021-03-01,2021-04-01,2021,3,Frankreich,Export,948442.0,948442.0,False
2021-03-01,2021-04-01,2021,3,Frankreich,Import,-487631.0,487631.0,False
2021-03-01,2021-04-01,2021,3,Gesamt,Nettoexport,1972222.0,1972222.0,True
2021-03-01,2021-04-01,2021,3,Luxemburg,Export,347247.0,347247.0,False
2021-03-01,2021-04-01,2021,3,Luxemburg,Import,0.0,0.0,False
2021-03-01,2021-04-01,2021,3,Niederlande,Export,296982.0,296982.0,False
2021-03-01,2021-04-01,2021,3,Niederlande,Import,-911669.0,911669.0,False
2021-03-01,2021-04-01,2021,3,Norwegen,Export,129274.0,129274.0,False
2021-03-01,2021-04-01,2021,3,Norwegen,Import,-279297.0,279297.0,False
2021-03-01,2021-04-01,2021,3,Oesterreich,Export,2269989.0,2269989.0,False
2021-03-01,2021-04-01,2021,3,Oesterreich,Import,-6541.0,6541.0,False
2021-03-01,2021-04-01,2021,3,Polen,Export,203264.0,203264.0,False
2021-03-01,2021-04-01,2021,3,Polen,Import,-91982.0,91982.0,False
2021-03-01,2021-04-01,2021,3,Schweden,Export,29849.0,29849.0,False
2021-03-01,2021-04-01,2021,3,Schweden,Import,-171863.0,171863.0,False
2021-03-01,2021-04-01,2021,3,Schweiz,Export,766133.0,766133.0,False
2021-03-01,2021-04-01,2021,3,Schweiz,Import,-74669.0,74669.0,False
2021-03-01,2021-04-01,2021,3,Tschechien,Export,456506.0,456506.0,False
2021-03-01,2021-04-01,2021,3,Tschechien,Import,-324783.0,324783.0,False
2021-04-01,2021-05-01,2021,4,Belgien,Export,325712.5,325712.5,False
2021-04-01,2021-05-01,2021,4,Belgien,Import,-212462.75,212462.75,False
2021-04-01,2021-05-01,2021,4,Daenemark,Export,231719.0,231719.0,False
2021-04-01,2021-05-01,2021,4,Daenemark,Import,-1515703.0,1515703.0,False
2021-04-01,2021-05-01,2021,4,Frankreich,Export,1224214.0,1224214.0,False
2021-04-01,2021-05-01,2021,4,Frankreich,Import,-228075.0,228075.0,False
2021-04-01,2021-05-01,2021,4,Gesamt,Nettoexport,2039848.75,2039848.75,True
2021-04-01,2021-05-01,2021,4,Luxemburg,Export,323332.0,323332.0,False
2021-04-01,2021-05-01,2021,4,Luxemburg,Import,0.0,0.0,False
2021-04-01,2021-05-01,2021,4,Niederlande,Export,183271.0,183271.0,False
2021-04-01,2021-05-01,2021,4,Niederlande,Import,-556194.0,556194.0,False
2021-04-01,2021-05-01,2021,4,Norwegen,Export,99128.0,99128.0,False
2021-04-01,2021-05-01,2021,4,Norwegen,Import,-435642.0,435642.0,False
2021-04-01,2021-05-01,2021,4,Oesterreich,Export,1856939.0,1856939.0,False
2021-04-01,2021-05-01,2021,4,Oesterreich,Import,-47555.0,47555.0,False
2021-04-01,2021-05-01,2021,4,Polen,Export,141167.0,141167.0,False
2021-04-01,2021-05-01,2021,4,Polen,Import,-182970.0,182970.0,False
2021-04-01,2021-05-01,2021,4,Schweden,Export,9530.0,9530.0,False
2021-04-01,2021-05-01,2021,4,Schweden,Import,-329395.0,329395.0,False
2021-04-01,2021-05-01,2021,4,Schweiz,Export,575395.0,575395.0,False
2021-04-01,2021-05-01,2021,4,Schweiz,Import,-65006.0,65006.0,False
2021-04-01,2021-05-01,2021,4,Tschechien,Export,863532.0,863532.0,False
2021-04-01,2021-05-01,2021,4,Tschechien,Import,-221088.0,221088.0,False
2021-05-01,2021-06-01,2021,5,Belgien,Export,203904.0,203904.0,False
2021-05-01,2021-06-01,2021,5,Belgien,Import,-186704.25,186704.25,False
2021-05-01,2021-06-01,2021,5,Daenemark,Export,594160.0,594160.0,False
2021-05-01,2021-06-01,2021,5,Daenemark,Import,-925628.0,925628.0,False
2021-05-01,2021-06-01,2021,5,Frankreich,Export,492735.0,492735.0,False
2021-05-01,2021-06-01,2021,5,Frankreich,Import,-725597.0,725597.0,False
2021-05-01,2021-06-01,2021,5,Gesamt,Nettoexport,-254833.25,254833.25,True
2021-05-01,2021-06-01,2021,5,Luxemburg,Export,303021.0,303021.0,False
2021-05-01,2021-06-01,2021,5,Luxemburg,Import,0.0,0.0,False
2021-05-01,2021-06-01,2021,5,Niederlande,Export,346662.0,346662.0,False
2021-05-01,2021-06-01,2021,5,Niederlande,Import,-462445.0,462445.0,False
2021-05-01,2021-06-01,2021,5,Norwegen,Export,187901.0,187901.0,False
2021-05-01,2021-06-01,2021,5,Norwegen,Import,-430792.0,430792.0,False
2021-05-01,2021-06-01,2021,5,Oesterreich,Export,825727.0,825727.0,False
2021-05-01,2021-06-01,2021,5,Oesterreich,Import,-449877.0,449877.0,False
2021-05-01,2021-06-01,2021,5,Polen,Export,197791.0,197791.0,False
2021-05-01,2021-06-01,2021,5,Polen,Import,-185527.0,185527.0,False
2021-05-01,2021-06-01,2021,5,Schweden,Export,39386.0,39386.0,False
2021-05-01,2021-06-01,2021,5,Schweden,Import,-202795.0,202795.0,False
2021-05-01,2021-06-01,2021,5,Schweiz,Export,342485.0,342485.0,False
2021-05-01,2021-06-01,2021,5,Schweiz,Import,-509097.0,509097.0,False
2021-05-01,2021-06-01,2021,5,Tschechien,Export,664039.0,664039.0,False
2021-05-01,2021-06-01,2021,5,Tschechien,Import,-374182.0,374182.0,False
2021-06-01,2021-07-01,2021,6,Belgien,Export,218507.0,218507.0,False
2021-06-01,2021-07-01,2021,6,Belgien,Import,-290084.75,290084.75,False
2021-06-01,2021-07-01,2021,6,Daenemark,Export,288416.0,288416.0,False
2021-06-01,2021-07-01,2021,6,Daenemark,Import,-717156.0,717156.0,False
2021-06-01,2021-07-01,2021,6,Frankreich,Export,323529.0,323529.0,False
2021-06-01,2021-07-01,2021,6,Frankreich,Import,-750174.0,750174.0,False
2021-06-01,2021-07-01,2021,6,Gesamt,Nettoexport,-850847.75,850847.75,True
2021-06-01,2021-07-01,2021,6,Luxemburg,Export,309563.0,309563.0,False
2021-06-01,2021-07-01,2021,6,Luxemburg,Import,0.0,0.0,False
2021-06-01,2021-07-01,2021,6,Niederlande,Export,593872.0,593872.0,False
2021-06-01,2021-07-01,2021,6,Niederlande,Import,-304573.0,304573.0,False
2021-06-01,2021-07-01,2021,6,Norwegen,Export,37274.0,37274.0,False
2021-06-01,2021-07-01,2021,6,Norwegen,Import,-506766.0,506766.0,False
2021-06-01,2021-07-01,2021,6,Oesterreich,Export,702425.0,702425.0,False
2021-06-01,2021-07-01,2021,6,Oesterreich,Import,-251540.0,251540.0,False
2021-06-01,2021-07-01,2021,6,Polen,Export,222338.0,222338.0,False
2021-06-01,2021-07-01,2021,6,Polen,Import,-246542.0,246542.0,False
2021-06-01,2021-07-01,2021,6,Schweden,Export,14023.0,14023.0,False
2021-06-01,2021-07-01,2021,6,Schweden,Import,-69547.0,69547.0,False
2021-06-01,2021-07-01,2021,6,Schweiz,Export,234951.0,234951.0,False
2021-06-01,2021-07-01,2021,6,Schweiz,Import,-764351.0,764351.0,False
2021-06-01,2021-07-01,2021,6,Tschechien,Export,559826.0,559826.0,False
2021-06-01,2021-07-01,2021,6,Tschechien,Import,-454838.0,454838.0,False
2021-07-01,2021-08-01,2021,7,Belgien,Export,184094.0,184094.0,False
2021-07-01,2021-08-01,2021,7,Belgien,Import,-328511.5,328511.5,False
2021-07-01,2021-08-01,2021,7,Daenemark,Export,303179.0,303179.0,False
2021-07-01,2021-08-01,2021,7,Daenemark,Import,-878037.0,878037.0,False
2021-07-01,2021-08-01,2021,7,Frankreich,Export,284392.0,284392.0,False
2021-07-01,2021-08-01,2021,7,Frankreich,Import,-666998.0,666998.0,False
2021-07-01,2021-08-01,2021,7,Gesamt,Nettoexport,-1162822.5,1162822.5,True
2021-07-01,2021-08-01,2021,7,Luxemburg,Export,310173.0,310173.0,False
2021-07-01,2021-08-01,2021,7,Luxemburg,Import,0.0,0.0,False
2021-07-01,2021-08-01,2021,7,Niederlande,Export,476212.0,476212.0,False
2021-07-01,2021-08-01,2021,7,Niederlande,Import,-476028.0,476028.0,False
2021-07-01,2021-08-01,2021,7,Norwegen,Export,40427.0,40427.0,False
2021-07-01,2021-08-01,2021,7,Norwegen,Import,-495195.0,495195.0,False
2021-07-01,2021-08-01,2021,7,Oesterreich,Export,1254074.0,1254074.0,False
2021-07-01,2021-08-01,2021,7,Oesterreich,Import,-92335.0,92335.0,False
2021-07-01,2021-08-01,2021,7,Polen,Export,342743.0,342743.0,False
2021-07-01,2021-08-01,2021,7,Polen,Import,-341344.0,341344.0,False
2021-07-01,2021-08-01,2021,7,Schweden,Export,7318.0,7318.0,False
2021-07-01,2021-08-01,2021,7,Schweden,Import,-143085.0,143085.0,False
2021-07-01,2021-08-01,2021,7,Schweiz,Export,139870.0,139870.0,False
2021-07-01,2021-08-01,2021,7,Schweiz,Import,-1138537.0,1138537.0,False
2021-07-01,2021-08-01,2021,7,Tschechien,Export,508713.0,508713.0,False
2021-07-01,2021-08-01,2021,7,Tschechien,Import,-453947.0,453947.0,False
2021-08-01,2021-09-01,2021,8,Belgien,Export,118098.75,118098.75,False
2021-08-01,2021-09-01,2021,8,Belgien,Import,-177716.0,177716.0,False
2021-08-01,2021-09-01,2021,8,Daenemark,Export,489528.0,489528.0,False
2021-08-01,2021-09-01,2021,8,Daenemark,Import,-688768.0,688768.0,False
2021-08-01,2021-09-01,2021,8,Frankreich,Export,293607.0,293607.0,False
2021-08-01,2021-09-01,2021,8,Frankreich,Import,-578736.0,578736.0,False
2021-08-01,2021-09-01,2021,8,Gesamt,Nettoexport,101988.75,101988.75,True
2021-08-01,2021-09-01,2021,8,Luxemburg,Export,297210.0,297210.0,False
2021-08-01,2021-09-01,2021,8,Luxemburg,Import,0.0,0.0,False
2021-08-01,2021-09-01,2021,8,Niederlande,Export,785578.0,785578.0,False
2021-08-01,2021-09-01,2021,8,Niederlande,Import,-152477.0,152477.0,False
2021-08-01,2021-09-01,2021,8,Norwegen,Export,116035.0,116035.0,False
2021-08-01,2021-09-01,2021,8,Norwegen,Import,-336392.0,336392.0,False
2021-08-01,2021-09-01,2021,8,Oesterreich,Export,864214.0,864214.0,False
2021-08-01,2021-09-01,2021,8,Oesterreich,Import,-237905.0,237905.0,False
2021-08-01,2021-09-01,2021,8,Polen,Export,272608.0,272608.0,False
2021-08-01,2021-09-01,2021,8,Polen,Import,-413373.0,413373.0,False
2021-08-01,2021-09-01,2021,8,Schweden,Export,18780.0,18780.0,False
2021-08-01,2021-09-01,2021,8,Schweden,Import,-44226.0,44226.0,False
2021-08-01,2021-09-01,2021,8,Schweiz,Export,241613.0,241613.0,False
2021-08-01,2021-09-01,2021,8,Schweiz,Import,-780857.0,780857.0,False
2021-08-01,2021-09-01,2021,8,Tschechien,Export,507068.0,507068.0,False
2021-08-01,2021-09-01,2021,8,Tschechien,Import,-491901.0,491901.0,False
2021-09-01,2021-10-01,2021,9,Belgien,Export,369298.25,369298.25,False
2021-09-01,2021-10-01,2021,9,Belgien,Import,-136063.75,136063.75,False
2021-09-01,2021-10-01,2021,9,Daenemark,Export,229704.0,229704.0,False
2021-09-01,2021-10-01,2021,9,Daenemark,Import,-860684.0,860684.0,False
2021-09-01,2021-10-01,2021,9,Frankreich,Export,702989.0,702989.0,False
2021-09-01,2021-10-01,2021,9,Frankreich,Import,-239419.0,239419.0,False
2021-09-01,2021-10-01,2021,9,Gesamt,Nettoexport,1921617.5,1921617.5,True
2021-09-01,2021-10-01,2021,9,Luxemburg,Export,327404.0,327404.0,False
2021-09-01,2021-10-01,2021,9,Luxemburg,Import,0.0,0.0,False
2021-09-01,2021-10-01,2021,9,Niederlande,Export,1011472.0,1011472.0,False
2021-09-01,2021-10-01,2021,9,Niederlande,Import,-177254.0,177254.0,False
2021-09-01,2021-10-01,2021,9,Norwegen,Export,28134.0,28134.0,False
2021-09-01,2021-10-01,2021,9,Norwegen,Import,-405710.0,405710.0,False
2021-09-01,2021-10-01,2021,9,Oesterreich,Export,1579600.0,1579600.0,False
2021-09-01,2021-10-01,2021,9,Oesterreich,Import,-67657.0,67657.0,False
2021-09-01,2021-10-01,2021,9,Polen,Export,81057.0,81057.0,False
2021-09-01,2021-10-01,2021,9,Polen,Import,-580118.0,580118.0,False
2021-09-01,2021-10-01,2021,9,Schweden,Export,4344.0,4344.0,False
2021-09-01,2021-10-01,2021,9,Schweden,Import,-135458.0,135458.0,False
2021-09-01,2021-10-01,2021,9,Schweiz,Export,705826.0,705826.0,False
2021-09-01,2021-10-01,2021,9,Schweiz,Import,-342845.0,342845.0,False
2021-09-01,2021-10-01,2021,9,Tschechien,Export,427719.0,427719.0,False
2021-09-01,2021-10-01,2021,9,Tschechien,Import,-600721.0,600721.0,False
2021-10-01,2021-11-01,2021,10,Belgien,Export,298157.0,298157.0,False
2021-10-01,2021-11-01,2021,10,Belgien,Import,-191792.75,191792.75,False
2021-10-01,2021-11-01,2021,10,Daenemark,Export,127210.0,127210.0,False
2021-10-01,2021-11-01,2021,10,Daenemark,Import,-1412720.0,1412720.0,False
2021-10-01,2021-11-01,2021,10,Frankreich,Export,1166442.0,1166442.0,False
