datum_von,datum_bis,energietraeger,erzeugung_mwh,jahr,monat
2021-12-01,2022-01-01,Braunkohle,9605742.0,2021,12
2021-12-01,2022-01-01,Erdgas,6008048.75,2021,12
2021-12-01,2022-01-01,Kernenergie,5597806.5,2021,12
2021-12-01,2022-01-01,Photovoltaik,704116.5,2021,12
2021-12-01,2022-01-01,Pumpspeicher,821524.75,2021,12
2021-12-01,2022-01-01,Sonstige Erneuerbare,146191.5,2021,12
2021-12-01,2022-01-01,Sonstige Konventionelle,1172383.75,2021,12
2021-12-01,2022-01-01,Steinkohle,6117467.5,2021,12
2021-12-01,2022-01-01,Wasserkraft,931017.75,2021,12
2021-12-01,2022-01-01,Wind offshore,2555839.25,2021,12
2021-12-01,2022-01-01,Wind onshore,9753297.25,2021,12
2022-01-01,2022-02-01,Biomasse,3333170.75,2022,1
2022-01-01,2022-02-01,Braunkohle,8767986.25,2022,1
2022-01-01,2022-02-01,Erdgas,6652422.5,2022,1
2022-01-01,2022-02-01,Kernenergie,2906690.0,2022,1
2022-01-01,2022-02-01,Photovoltaik,932867.25,2022,1
2022-01-01,2022-02-01,Pumpspeicher,819087.75,2022,1
2022-01-01,2022-02-01,Sonstige Erneuerbare,146350.5,2022,1
2022-01-01,2022-02-01,Sonstige Konventionelle,1043180.0,2022,1
2022-01-01,2022-02-01,Steinkohle,6705602.75,2022,1
2022-01-01,2022-02-01,Wasserkraft,999362.25,2022,1
2022-01-01,2022-02-01,Wind offshore,3134229.0,2022,1
2022-01-01,2022-02-01,Wind onshore,12958027.75,2022,1
2022-02-01,2022-03-01,Biomasse,3032446.0,2022,2
2022-02-01,2022-03-01,Braunkohle,6445883.75,2022,2
2022-02-01,2022-03-01,Erdgas,4510018.75,2022,2
2022-02-01,2022-03-01,Kernenergie,2695466.0,2022,2
2022-02-01,2022-03-01,Photovoltaik,2218658.5,2022,2
2022-02-01,2022-03-01,Pumpspeicher,687026.75,2022,2
2022-02-01,2022-03-01,Sonstige Erneuerbare,124712.0,2022,2
2022-02-01,2022-03-01,Sonstige Konventionelle,979130.25,2022,2
2022-02-01,2022-03-01,Steinkohle,4815825.5,2022,2
2022-02-01,2022-03-01,Wasserkraft,742255.25,2022,2
2022-02-01,2022-03-01,Wind offshore,2984977.75,2022,2
2022-02-01,2022-03-01,Wind onshore,17678625.75,2022,2
2022-03-01,2022-04-01,Biomasse,3392792.0,2022,3
2022-03-01,2022-04-01,Braunkohle,9322134.75,2022,3
2022-03-01,2022-04-01,Erdgas,6014687.0,2022,3
2022-03-01,2022-04-01,Kernenergie,2973913.0,2022,3
2022-03-01,2022-04-01,Photovoltaik,5589014.0,2022,3
2022-03-01,2022-04-01,Pumpspeicher,770501.5,2022,3
2022-03-01,2022-04-01,Sonstige Erneuerbare,139784.25,2022,3
2022-03-01,2022-04-01,Sonstige Konventionelle,1142504.5,2022,3
2022-03-01,2022-04-01,Steinkohle,7223740.5,2022,3
2022-03-01,2022-04-01,Wasserkraft,836591.25,2022,3
2022-03-01,2022-04-01,Wind offshore,1403310.0,2022,3
2022-03-01,2022-04-01,Wind onshore,6767806.5,2022,3
2022-04-01,2022-05-01,Biomasse,3183136.25,2022,4
2022-04-01,2022-05-01,Braunkohle,8360134.0,2022,4
2022-04-01,2022-05-01,Erdgas,3991558.5,2022,4
2022-04-01,2022-05-01,Kernenergie,2865644.5,2022,4
2022-04-01,2022-05-01,Photovoltaik,5768880.25,2022,4
2022-04-01,2022-05-01,Pumpspeicher,725676.75,2022,4
2022-04-01,2022-05-01,Sonstige Erneuerbare,115795.0,2022,4
2022-04-01,2022-05-01,Sonstige Konventionelle,998013.5,2022,4
2022-04-01,2022-05-01,Steinkohle,4127135.5,2022,4
2022-04-01,2022-05-01,Wasserkraft,946574.0,2022,4
2022-04-01,2022-05-01,Wind offshore,1917507.5,2022,4
2022-04-01,2022-05-01,Wind onshore,9519700.75,2022,4
2022-05-01,2022-06-01,Biomasse,3158014.0,2022,5
2022-05-01,2022-06-01,Braunkohle,8269461.75,2022,5
2022-05-01,2022-06-01,Erdgas,2608171.0,2022,5
2022-05-01,2022-06-01,Kernenergie,2237942.75,2022,5
2022-05-01,2022-06-01,Photovoltaik,7602797.75,2022,5
2022-05-01,2022-06-01,Pumpspeicher,751087.5,2022,5
2022-05-01,2022-06-01,Sonstige Erneuerbare,89508.0,2022,5
2022-05-01,2022-06-01,Sonstige Konventionelle,920630.75,2022,5
2022-05-01,2022-06-01,Steinkohle,3248352.25,2022,5
2022-05-01,2022-06-01,Wasserkraft,1323966.0,2022,5
2022-05-01,2022-06-01,Wind offshore,1480282.0,2022,5
2022-05-01,2022-06-01,Wind onshore,6435156.5,2022,5
2022-06-01,2022-07-01,Biomasse,2971898.75,2022,6
2022-06-01,2022-07-01,Braunkohle,8996675.25,2022,6
2022-06-01,2022-07-01,Erdgas,2333553.0,2022,6
2022-06-01,2022-07-01,Kernenergie,2171814.75,2022,6
2022-06-01,2022-07-01,Photovoltaik,7988982.75,2022,6
2022-06-01,2022-07-01,Pumpspeicher,829239.25,2022,6
2022-06-01,2022-07-01,Sonstige Erneuerbare,82282.25,2022,6
2022-06-01,2022-07-01,Sonstige Konventionelle,864161.75,2022,6
2022-06-01,2022-07-01,Steinkohle,3616988.75,2022,6
2022-06-01,2022-07-01,Wasserkraft,1389632.0,2022,6
2022-06-01,2022-07-01,Wind offshore,1164180.75,2022,6
2022-06-01,2022-07-01,Wind onshore,4400445.25,2022,6
2022-07-01,2022-08-01,Biomasse,3013365.5,2022,7
2022-07-01,2022-08-01,Braunkohle,8868871.75,2022,7
2022-07-01,2022-08-01,Erdgas,4437866.0,2022,7
2022-07-01,2022-08-01,Kernenergie,2924644.5,2022,7
2022-07-01,2022-08-01,Photovoltaik,7846615.25,2022,7
2022-07-01,2022-08-01,Pumpspeicher,949070.75,2022,7
2022-07-01,2022-08-01,Sonstige Erneuerbare,84553.0,2022,7
2022-07-01,2022-08-01,Sonstige Konventionelle,902612.25,2022,7
2022-07-01,2022-08-01,Steinkohle,4324216.5,2022,7
2022-07-01,2022-08-01,Wasserkraft,1194125.0,2022,7
2022-07-01,2022-08-01,Wind offshore,1773079.25,2022,7
2022-07-01,2022-08-01,Wind onshore,5489588.25,2022,7
2022-08-01,2022-09-01,Biomasse,3014533.5,2022,8
2022-08-01,2022-09-01,Braunkohle,8915118.5,2022,8
2022-08-01,2022-09-01,Erdgas,2588600.75,2022,8
2022-08-01,2022-09-01,Kernenergie,2940986.5,2022,8
2022-08-01,2022-09-01,Photovoltaik,7228867.0,2022,8
2022-08-01,2022-09-01,Pumpspeicher,793891.75,2022,8
2022-08-01,2022-09-01,Sonstige Erneuerbare,83707.0,2022,8
2022-08-01,2022-09-01,Sonstige Konventionelle,884578.75,2022,8
2022-08-01,2022-09-01,Steinkohle,5637572.75,2022,8
2022-08-01,2022-09-01,Wasserkraft,1154056.25,2022,8
2022-08-01,2022-09-01,Wind offshore,1018192.75,2022,8
2022-08-01,2022-09-01,Wind onshore,3512435.0,2022,8
2022-09-01,2022-10-01,Biomasse,3021267.75,2022,9
2022-09-01,2022-10-01,Braunkohle,8737581.5,2022,9
2022-09-01,2022-10-01,Erdgas,2034110.75,2022,9
2022-09-01,2022-10-01,Kernenergie,2892888.5,2022,9
2022-09-01,2022-10-01,Photovoltaik,4726082.25,2022,9
2022-09-01,2022-10-01,Pumpspeicher,846252.75,2022,9
2022-09-01,2022-10-01,Sonstige Erneuerbare,84683.0,2022,9
2022-09-01,2022-10-01,Sonstige Konventionelle,885732.5,2022,9
2022-09-01,2022-10-01,Steinkohle,6126504.25,2022,9
2022-09-01,2022-10-01,Wasserkraft,1106036.5,2022,9
2022-09-01,2022-10-01,Wind offshore,1910452.25,2022,9
2022-09-01,2022-10-01,Wind onshore,6171748.75,2022,9
2022-10-01,2022-11-01,Biomasse,3197815.75,2022,10
2022-10-01,2022-11-01,Braunkohle,8701680.5,2022,10
2022-10-01,2022-11-01,Erdgas,2548262.25,2022,10
2022-10-01,2022-11-01,Kernenergie,2669763.25,2022,10
2022-10-01,2022-11-01,Photovoltaik,3512126.5,2022,10
2022-10-01,2022-11-01,Pumpspeicher,956476.75,2022,10
2022-10-01,2022-11-01,Sonstige Erneuerbare,90431.75,2022,10
2022-10-01,2022-11-01,Sonstige Konventionelle,903465.0,2022,10
2022-10-01,2022-11-01,Steinkohle,3734602.5,2022,10
2022-10-01,2022-11-01,Wasserkraft,1193369.5,2022,10
2022-10-01,2022-11-01,Wind offshore,2466036.25,2022,10
2022-10-01,2022-11-01,Wind onshore,8595915.25,2022,10
2022-11-01,2022-12-01,Biomasse,3135587.75,2022,11
2022-11-01,2022-12-01,Braunkohle,9264454.0,2022,11
2022-11-01,2022-12-01,Erdgas,3138648.75,2022,11
2022-11-01,2022-12-01,Kernenergie,2836794.75,2022,11
2022-11-01,2022-12-01,Photovoltaik,1671932.0,2022,11
2022-11-01,2022-12-01,Pumpspeicher,1001468.75,2022,11
2022-11-01,2022-12-01,Sonstige Erneuerbare,119490.0,2022,11
2022-11-01,2022-12-01,Sonstige Konventionelle,928780.75,2022,11
2022-11-01,2022-12-01,Steinkohle,6014713.25,2022,11
2022-11-01,2022-12-01,Wasserkraft,984249.75,2022,11
2022-11-01,2022-12-01,Wind offshore,2818895.75,2022,11
2022-11-01,2022-12-01,Wind onshore,10082870.25,2022,11
2022-12-01,2023-01-01,Biomasse,3284209.75,2022,12
2022-12-01,2023-01-01,Braunkohle,8875605.0,2022,12
2022-12-01,2023-01-01,Erdgas,4920364.75,2022,12
2022-12-01,2023-01-01,Kernenergie,2707921.0,2022,12
2022-12-01,2023-01-01,Photovoltaik,640601.5,2022,12
2022-12-01,2023-01-01,Pumpspeicher,1024043.25,2022,12
2022-12-01,2023-01-01,Sonstige Erneuerbare,129396.0,2022,12
2022-12-01,2023-01-01,Sonstige Konventionelle,1062757.0,2022,12
2022-12-01,2023-01-01,Steinkohle,7314615.25,2022,12
2022-12-01,2023-01-01,Wasserkraft,934232.25,2022,12
2022-12-01,2023-01-01,Wind offshore,2676697.75,2022,12
2022-12-01,2023-01-01,Wind onshore,9372948.5,2022,12
2023-01-01,2023-02-01,Biomasse,3366888.25,2023,1
2023-01-01,2023-02-01,Braunkohle,8019967.5,2023,1
2023-01-01,2023-02-01,Erdgas,3889810.75,2023,1
2023-01-01,2023-02-01,Kernenergie,1730648.0,2023,1
2023-01-01,2023-02-01,Photovoltaik,824251.5,2023,1
2023-01-01,2023-02-01,Pumpspeicher,970106.5,2023,1
2023-01-01,2023-02-01,Sonstige Erneuerbare,107191.0,2023,1
2023-01-01,2023-02-01,Sonstige Konventionelle,1328746.5,2023,1
2023-01-01,2023-02-01,Steinkohle,5911769.0,2023,1
2023-01-01,2023-02-01,Wasserkraft,1039921.5,2023,1
2023-01-01,2023-02-01,Wind offshore,2730538.0,2023,1
2023-01-01,2023-02-01,Wind onshore,14643045.25,2023,1
2023-02-01,2023-03-01,Biomasse,3071768.5,2023,2
2023-02-01,2023-03-01,Braunkohle,8014189.5,2023,2
2023-02-01,2023-03-01,Erdgas,5335353.0,2023,2
2023-02-01,2023-03-01,Kernenergie,1903875.25,2023,2
2023-02-01,2023-03-01,Photovoltaik,2309490.25,2023,2
2023-02-01,2023-03-01,Pumpspeicher,673926.75,2023,2
2023-02-01,2023-03-01,Sonstige Erneuerbare,108608.0,2023,2
2023-02-01,2023-03-01,Sonstige Konventionelle,1283456.5,2023,2
2023-02-01,2023-03-01,Steinkohle,6022309.25,2023,2
2023-02-01,2023-03-01,Wasserkraft,822648.0,2023,2
2023-02-01,2023-03-01,Wind offshore,1639371.0,2023,2
2023-02-01,2023-03-01,Wind onshore,10406607.5,2023,2
2023-03-01,2023-04-01,Biomasse,3352666.0,2023,3
2023-03-01,2023-04-01,Braunkohle,7244520.5,2023,3
2023-03-01,2023-04-01,Erdgas,4866427.0,2023,3
2023-03-01,2023-04-01,Kernenergie,2138099.75,2023,3
2023-03-01,2023-04-01,Photovoltaik,3735177.75,2023,3
2023-03-01,2023-04-01,Pumpspeicher,967265.5,2023,3
2023-03-01,2023-04-01,Sonstige Erneuerbare,122594.5,2023,3
2023-03-01,2023-04-01,Sonstige Konventionelle,1456685.5,2023,3
2023-03-01,2023-04-01,Steinkohle,4151686.0,2023,3
2023-03-01,2023-04-01,Wasserkraft,984225.25,2023,3
2023-03-01,2023-04-01,Wind offshore,2434298.5,2023,3
2023-03-01,2023-04-01,Wind onshore,12079635.75,2023,3
2023-04-01,2023-05-01,Biomasse,3174927.0,2023,4
2023-04-01,2023-05-01,Braunkohle,6724242.0,2023,4
2023-04-01,2023-05-01,Erdgas,3561931.25,2023,4
2023-04-01,2023-05-01,Kernenergie,968116.25,2023,4
2023-04-01,2023-05-01,Photovoltaik,5522118.25,2023,4
2023-04-01,2023-05-01,Pumpspeicher,939114.75,2023,4
2023-04-01,2023-05-01,Sonstige Erneuerbare,107037.5,2023,4
2023-04-01,2023-05-01,Sonstige Konventionelle,1301409.0,2023,4
2023-04-01,2023-05-01,Steinkohle,2901041.25,2023,4
2023-04-01,2023-05-01,Wasserkraft,1055997.5,2023,4
2023-04-01,2023-05-01,Wind offshore,1734890.75,2023,4
2023-04-01,2023-05-01,Wind onshore,8346806.25,2023,4
2023-05-01,2023-06-01,Biomasse,3172380.25,2023,5
2023-05-01,2023-06-01,Braunkohle,5255880.75,2023,5
2023-05-01,2023-06-01,Erdgas,3484666.25,2023,5
2023-05-01,2023-06-01,Kernenergie,0.0,2023,5
2023-05-01,2023-06-01,Photovoltaik,8019121.75,2023,5
2023-05-01,2023-06-01,Pumpspeicher,927695.25,2023,5
2023-05-01,2023-06-01,Sonstige Erneuerbare,96051.75,2023,5
2023-05-01,2023-06-01,Sonstige Konventionelle,1333765.5,2023,5
2023-05-01,2023-06-01,Steinkohle,1608487.0,2023,5
2023-05-01,2023-06-01,Wasserkraft,1578014.25,2023,5
2023-05-01,2023-06-01,Wind offshore,1580524.75,2023,5
2023-05-01,2023-06-01,Wind onshore,6741772.75,2023,5
2023-06-01,2023-07-01,Biomasse,2930674.25,2023,6
2023-06-01,2023-07-01,Braunkohle,5537486.5,2023,6
2023-06-01,2023-07-01,Erdgas,4115802.75,2023,6
2023-06-01,2023-07-01,Kernenergie,0.0,2023,6
2023-06-01,2023-07-01,Photovoltaik,8904774.5,2023,6
2023-06-01,2023-07-01,Pumpspeicher,755777.0,2023,6
2023-06-01,2023-07-01,Sonstige Erneuerbare,76534.25,2023,6
2023-06-01,2023-07-01,Sonstige Konventionelle,1144208.5,2023,6
2023-06-01,2023-07-01,Steinkohle,1664665.25,2023,6
2023-06-01,2023-07-01,Wasserkraft,1515030.75,2023,6
2023-06-01,2023-07-01,Wind offshore,1190448.0,2023,6
2023-06-01,2023-07-01,Wind onshore,4851659.5,2023,6
2023-07-01,2023-08-01,Biomasse,2972075.25,2023,7
2023-07-01,2023-08-01,Braunkohle,4591588.5,2023,7
2023-07-01,2023-08-01,Erdgas,3737676.75,2023,7
2023-07-01,2023-08-01,Kernenergie,0.0,2023,7
2023-07-01,2023-08-01,Photovoltaik,7693868.5,2023,7
2023-07-01,2023-08-01,Pumpspeicher,691008.75,2023,7
2023-07-01,2023-08-01,Sonstige Erneuerbare,76693.75,2023,7
2023-07-01,2023-08-01,Sonstige Konventionelle,1395953.75,2023,7
2023-07-01,2023-08-01,Steinkohle,1535638.0,2023,7
2023-07-01,2023-08-01,Wasserkraft,1456619.0,2023,7
2023-07-01,2023-08-01,Wind offshore,1794391.5,2023,7
2023-07-01,2023-08-01,Wind onshore,8358710.5,2023,7
2023-08-01,2023-09-01,Biomasse,3026313.25,2023,8
2023-08-01,2023-09-01,Braunkohle,5389195.75,2023,8
2023-08-01,2023-09-01,Erdgas,4016100.5,2023,8
2023-08-01,2023-09-01,Kernenergie,0.0,2023,8
2023-08-01,2023-09-01,Photovoltaik,6537509.25,2023,8
2023-08-01,2023-09-01,Pumpspeicher,829334.5,2023,8
2023-08-01,2023-09-01,Sonstige Erneuerbare,82092.0,2023,8
2023-08-01,2023-09-01,Sonstige Konventionelle,1366379.75,2023,8
2023-08-01,2023-09-01,Steinkohle,2282123.25,2023,8
2023-08-01,2023-09-01,Wasserkraft,1507786.75,2023,8
2023-08-01,2023-09-01,Wind offshore,1192894.0,2023,8
2023-08-01,2023-09-01,Wind onshore,5752548.25,2023,8
2023-09-01,2023-10-01,Biomasse,2896349.5,2023,9
2023-09-01,2023-10-01,Braunkohle,6380647.75,2023,9
2023-09-01,2023-10-01,Erdgas,3587106.75,2023,9
2023-09-01,2023-10-01,Kernenergie,0.0,2023,9
2023-09-01,2023-10-01,Photovoltaik,6558575.0,2023,9
2023-09-01,2023-10-01,Pumpspeicher,826190.0,2023,9
2023-09-01,2023-10-01,Sonstige Erneuerbare,89687.5,2023,9
2023-09-01,2023-10-01,Sonstige Konventionelle,1458108.25,2023,9
2023-09-01,2023-10-01,Steinkohle,2559617.5,2023,9
2023-09-01,2023-10-01,Wasserkraft,1331288.0,2023,9
2023-09-01,2023-10-01,Wind offshore,1335142.5,2023,9
2023-09-01,2023-10-01,Wind onshore,5315447.5,2023,9
2023-10-01,2023-11-01,Biomasse,3076700.75,2023,10
2023-10-01,2023-11-01,Braunkohle,6617187.0,2023,10
2023-10-01,2023-11-01,Erdgas,3879790.75,2023,10
2023-10-01,2023-11-01,Kernenergie,0.0,2023,10
2023-10-01,2023-11-01,Photovoltaik,3310175.75,2023,10
2023-10-01,2023-11-01,Pumpspeicher,904607.0,2023,10
2023-10-01,2023-11-01,Sonstige Erneuerbare,104358.0,2023,10
2023-10-01,2023-11-01,Sonstige Konventionelle,1465643.0,2023,10
2023-10-01,2023-11-01,Steinkohle,3220046.25,2023,10
2023-10-01,2023-11-01,Wasserkraft,1031028.75,2023,10
2023-10-01,2023-11-01,Wind offshore,2577212.75,2023,10
2023-10-01,2023-11-01,Wind onshore,11832075.0,2023,10
2023-11-01,2023-12-01,Biomasse,3088185.75,2023,11
2023-11-01,2023-12-01,Braunkohle,7164197.0,2023,11
2023-11-01,2023-12-01,Erdgas,5090586.0,2023,11
2023-11-01,2023-12-01,Kernenergie,0.0,2023,11
2023-11-01,2023-12-01,Photovoltaik,1367921.75,2023,11
2023-11-01,2023-12-01,Pumpspeicher,852006.25,2023,11
2023-11-01,2023-12-01,Sonstige Erneuerbare,115398.75,2023,11
2023-11-01,2023-12-01,Sonstige Konventionelle,1389172.5,2023,11
2023-11-01,2023-12-01,Steinkohle,3958817.25,2023,11
2023-11-01,2023-12-01,Wasserkraft,1351629.0,2023,11
2023-11-01,2023-12-01,Wind offshore,2319520.25,2023,11
2023-11-01,2023-12-01,Wind onshore,14411570.5,2023,11
2023-12-01,2024-01-01,Biomasse,3166389.25,2023,12
2023-12-01,2024-01-01,Braunkohle,6904953.5,2023,12
2023-12-01,2024-01-01,Erdgas,5524589.25,2023,12
2023-12-01,2024-01-01,Kernenergie,0.0,2023,12
2023-12-01,2024-01-01,Photovoltaik,761045.0,2023,12
2023-12-01,2024-01-01,Pumpspeicher,838946.0,2023,12
2023-12-01,2024-01-01,Sonstige Erneuerbare,118933.75,2023,12
2023-12-01,2024-01-01,Sonstige Konventionelle,1434812.0,2023,12
2023-12-01,2024-01-01,Steinkohle,3933812.75,2023,12
2023-12-01,2024-01-01,Wasserkraft,1345611.5,2023,12
2023-12-01,2024-01-01,Wind offshore,2990697.5,2023,12
2023-12-01,2024-01-01,Wind onshore,16267234.75,2023,12
2024-01-01,2024-02-01,Biomasse,3178686.0,2024,1
2024-01-01,2024-02-01,Braunkohle,6819909.25,2024,1
2024-01-01,2024-02-01,Erdgas,7171706.5,2024,1
2024-01-01,2024-02-01,Kernenergie,0.0,2024,1
2024-01-01,2024-02-01,Photovoltaik,1433804.0,2024,1
2024-01-01,2024-02-01,Pumpspeicher,797579.5,2024,1
2024-01-01,2024-02-01,Sonstige Erneuerbare,121548.0,2024,1
2024-01-01,2024-02-01,Sonstige Konventionelle,1356743.0,2024,1
2024-01-01,2024-02-01,Steinkohle,4036643.0,2024,1
2024-01-01,2024-02-01,Wasserkraft,1527869.75,2024,1
2024-01-01,2024-02-01,Wind offshore,3036663.75,2024,1
2024-01-01,2024-02-01,Wind onshore,15538623.0,2024,1
2024-02-01,2024-03-01,Biomasse,3025250.75,2024,2
2024-02-01,2024-03-01,Braunkohle,6010242.5,2024,2
2024-02-01,2024-03-01,Erdgas,5287330.75,2024,2
2024-02-01,2024-03-01,Kernenergie,0.0,2024,2
2024-02-01,2024-03-01,Photovoltaik,2236905.75,2024,2
2024-02-01,2024-03-01,Pumpspeicher,770379.5,2024,2
2024-02-01,2024-03-01,Sonstige Erneuerbare,100751.5,2024,2
2024-02-01,2024-03-01,Sonstige Konventionelle,1340098.5,2024,2
2024-02-01,2024-03-01,Steinkohle,2607946.25,2024,2
2024-02-01,2024-03-01,Wasserkraft,1363737.75,2024,2
2024-02-01,2024-03-01,Wind offshore,2780407.5,2024,2
2024-02-01,2024-03-01,Wind onshore,14088422.75,2024,2
2024-03-01,2024-04-01,Biomasse,3270618.5,2024,3
2024-03-01,2024-04-01,Braunkohle,6461017.75,2024,3
2024-03-01,2024-04-01,Erdgas,5301249.25,2024,3
2024-03-01,2024-04-01,Kernenergie,0.0,2024,3
2024-03-01,2024-04-01,Photovoltaik,4876757.25,2024,3
2024-03-01,2024-04-01,Pumpspeicher,818488.75,2024,3
2024-03-01,2024-04-01,Sonstige Erneuerbare,85718.5,2024,3
2024-03-01,2024-04-01,Sonstige Konventionelle,1402417.0,2024,3
2024-03-01,2024-04-01,Steinkohle,2423432.25,2024,3
2024-03-01,2024-04-01,Wasserkraft,1394855.75,2024,3
2024-03-01,2024-04-01,Wind offshore,2736839.0,2024,3
2024-03-01,2024-04-01,Wind onshore,9347789.0,2024,3
2024-04-01,2024-05-01,Biomasse,3028276.25,2024,4
2024-04-01,2024-05-01,Braunkohle,4303987.5,2024,4
2024-04-01,2024-05-01,Erdgas,4319790.5,2024,4
2024-04-01,2024-05-01,Kernenergie,0.0,2024,4
2024-04-01,2024-05-01,Photovoltaik,6624391.25,2024,4
2024-04-01,2024-05-01,Pumpspeicher,903802.75,2024,4
2024-04-01,2024-05-01,Sonstige Erneuerbare,77726.75,2024,4
2024-04-01,2024-05-01,Sonstige Konventionelle,1284024.75,2024,4
2024-04-01,2024-05-01,Steinkohle,1642419.25,2024,4
2024-04-01,2024-05-01,Wasserkraft,1402538.0,2024,4
2024-04-01,2024-05-01,Wind offshore,2186038.25,2024,4
2024-04-01,2024-05-01,Wind onshore,9674383.75,2024,4
2024-05-01,2024-06-01,Biomasse,3027532.5,2024,5
2024-05-01,2024-06-01,Braunkohle,4716631.75,2024,5
2024-05-01,2024-06-01,Erdgas,3873127.25,2024,5
2024-05-01,2024-06-01,Kernenergie,0.0,2024,5
2024-05-01,2024-06-01,Photovoltaik,8603730.25,2024,5
2024-05-01,2024-06-01,Pumpspeicher,904486.25,2024,5
2024-05-01,2024-06-01,Sonstige Erneuerbare,82885.25,2024,5
2024-05-01,2024-06-01,Sonstige Konventionelle,1325669.25,2024,5
2024-05-01,2024-06-01,Steinkohle,1088283.25,2024,5
2024-05-01,2024-06-01,Wasserkraft,1683963.75,2024,5
2024-05-01,2024-06-01,Wind offshore,1528316.0,2024,5
2024-05-01,2024-06-01,Wind onshore,6248813.75,2024,5
2024-06-01,2024-07-01,Biomasse,2861024.25,2024,6
2024-06-01,2024-07-01,Braunkohle,5290899.0,2024,6
2024-06-01,2024-07-01,Erdgas,3493624.0,2024,6
2024-06-01,2024-07-01,Kernenergie,0.0,2024,6
2024-06-01,2024-07-01,Photovoltaik,8835624.5,2024,6
2024-06-01,2024-07-01,Pumpspeicher,951746.0,2024,6
2024-06-01,2024-07-01,Sonstige Erneuerbare,69856.0,2024,6
2024-06-01,2024-07-01,Sonstige Konventionelle,1153422.25,2024,6
2024-06-01,2024-07-01,Steinkohle,1072616.5,2024,6
2024-06-01,2024-07-01,Wasserkraft,1653953.0,2024,6
2024-06-01,2024-07-01,Wind offshore,1552964.75,2024,6
2024-06-01,2024-07-01,Wind onshore,5670932.75,2024,6
2024-07-01,2024-08-01,Biomasse,2878042.0,2024,7
2024-07-01,2024-08-01,Braunkohle,5471088.0,2024,7
2024-07-01,2024-08-01,Erdgas,3253777.5,2024,7
2024-07-01,2024-08-01,Kernenergie,0.0,2024,7
2024-07-01,2024-08-01,Photovoltaik,9306817.75,2024,7
2024-07-01,2024-08-01,Pumpspeicher,1070466.75,2024,7
2024-07-01,2024-08-01,Sonstige Erneuerbare,80859.0,2024,7
2024-07-01,2024-08-01,Sonstige Konventionelle,1424860.5,2024,7
2024-07-01,2024-08-01,Steinkohle,1050448.0,2024,7
2024-07-01,2024-08-01,Wasserkraft,1795411.75,2024,7
2024-07-01,2024-08-01,Wind offshore,1636014.25,2024,7
2024-07-01,2024-08-01,Wind onshore,5528038.25,2024,7
2024-08-01,2024-09-01,Biomasse,2817887.25,2024,8
2024-08-01,2024-09-01,Braunkohle,5365300.25,2024,8
2024-08-01,2024-09-01,Erdgas,3430310.25,2024,8
2024-08-01,2024-09-01,Kernenergie,0.0,2024,8
2024-08-01,2024-09-01,Photovoltaik,8941062.25,2024,8
2024-08-01,2024-09-01,Pumpspeicher,994638.0,2024,8
2024-08-01,2024-09-01,Sonstige Erneuerbare,81602.75,2024,8
2024-08-01,2024-09-01,Sonstige Konventionelle,1371920.75,2024,8
2024-08-01,2024-09-01,Steinkohle,1696165.5,2024,8
2024-08-01,2024-09-01,Wasserkraft,1456816.25,2024,8
2024-08-01,2024-09-01,Wind offshore,1426232.0,2024,8
2024-08-01,2024-09-01,Wind onshore,5184448.5,2024,8
2024-09-01,2024-10-01,Biomasse,2747048.0,2024,9
2024-09-01,2024-10-01,Braunkohle,5177279.75,2024,9
2024-09-01,2024-10-01,Erdgas,3207378.75,2024,9
2024-09-01,2024-10-01,Kernenergie,0.0,2024,9
2024-09-01,2024-10-01,Photovoltaik,6161317.5,2024,9
2024-09-01,2024-10-01,Pumpspeicher,837670.5,2024,9
2024-09-01,2024-10-01,Sonstige Erneuerbare,76891.5,2024,9
2024-09-01,2024-10-01,Sonstige Konventionelle,1292639.5,2024,9
2024-09-01,2024-10-01,Steinkohle,2185951.25,2024,9
2024-09-01,2024-10-01,Wasserkraft,1357653.75,2024,9
2024-09-01,2024-10-01,Wind offshore,1822075.0,2024,9
2024-09-01,2024-10-01,Wind onshore,8943181.25,2024,9
2024-10-01,2024-11-01,Biomasse,3041499.25,2024,10
2024-10-01,2024-11-01,Braunkohle,7134012.25,2024,10
2024-10-01,2024-11-01,Erdgas,3852887.75,2024,10
2024-10-01,2024-11-01,Kernenergie,0.0,2024,10
2024-10-01,2024-11-01,Photovoltaik,3561570.5,2024,10
2024-10-01,2024-11-01,Pumpspeicher,834093.75,2024,10
2024-10-01,2024-11-01,Sonstige Erneuerbare,88776.5,2024,10
2024-10-01,2024-11-01,Sonstige Konventionelle,1302478.5,2024,10
2024-10-01,2024-11-01,Steinkohle,2750257.75,2024,10
2024-10-01,2024-11-01,Wasserkraft,1564444.75,2024,10
2024-10-01,2024-11-01,Wind offshore,2261530.25,2024,10
2024-10-01,2024-11-01,Wind onshore,8368162.75,2024,10
2024-11-01,2024-12-01,Biomasse,3102041.5,2024,11
2024-11-01,2024-12-01,Braunkohle,7657978.5,2024,11
2024-11-01,2024-12-01,Erdgas,7062067.25,2024,11
2024-11-01,2024-12-01,Kernenergie,0.0,2024,11
2024-11-01,2024-12-01,Photovoltaik,1529686.25,2024,11
2024-11-01,2024-12-01,Pumpspeicher,717187.0,2024,11
2024-11-01,2024-12-01,Sonstige Erneuerbare,91081.25,2024,11
